EP08108140900705|EP|JRRCFPGY201400052|80053795178|江门市振业水产有限公司|USD|210000.0|4.5|20140922|20141121|0.0|656.25|
OA08108140900724|OA|JRRCEX-2014-00055|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|109000.0|5.0|20140928|20150205|0.0|1968.06|
OA08108140900725|OA|JRRCEX-2014-00043|80065310802|江门全合精密电子有限公司|USD|73232.0|5.0|20140928|20141120|0.0|528.9|
IP08108140900729|IP|JRRCIM-2014-00036|80041963555|江门市南洋船舶工程有限公司|USD|190000.0|4.5|20140929|20150327|0.0|4251.25|
EP08108140900734|EP|JRRCEX-2014-00058|80042221260|江门市铠源进出口有限公司|USD|1200000.0|4.5|20140930|20141128|0.0|3000.0|
EP08108140900738|EP|JRRCIM-2014-00031|80063697893|江门崇达电路技术有限公司|USD|175711.8|3.0|20140930|20150327|0.0|2562.46|
OA08108141000745|OA|JRRCEX-2014-00062|80041933927|江门市浩银贸易有限公司|USD|230000.0|5.0|20141010|20150206|0.0|3673.61|
IP08108141000757|IP|JRRCIM-2014-00040|80041963555|江门市南洋船舶工程有限公司|USD|25320.0|4.5|20141014|20150410|0.0|563.37|
OA08108150400729|OA|JRRCEX201500056|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|113000.0|5.5|20150428|20150814|0.0|1691.86|
IP08108150400745|IP|JRRCIM201500034|80041963555|江门市南洋船舶工程有限公司|USD|58800.0|5.5|20150429|20151023|0.0|1554.12|
IP08108141000809|IP|JRRCIM-2014-00044|80041963555|江门市南洋船舶工程有限公司|USD|112318.0|4.5|20141020|20150415|0.0|2485.04|
EP08108141000812|EP|JRRCFPGY201400072|80053795178|江门市振业水产有限公司|USD|190000.0|4.5|20141020|20141219|0.0|453.95|
EP08108141000828|EP|JRRCFPGY201400075|80053795178|江门市振业水产有限公司|USD|170000.0|4.5|20141022|20141219|0.0|678.91|
EP08108141000749|EP|JRRCFPGY201400063|80053795178|江门市振业水产有限公司|USD|200000.0|4.5|20141010|20141209|0.0|1032.44|
OA08108150400716|OA|JRRCEX201500059|80065310802|江门全合精密电子有限公司|USD|33000.0|5.5|20150427|20150910|0.0|529.38|
IP08108150400747|IP|JRRCIM201500035|80041963555|江门市南洋船舶工程有限公司|USD|974250.0|5.5|20150429|20151023|0.0|25749.97|
OA08108150500825|OA|JRRCEX201500062|80065310802|江门全合精密电子有限公司|USD|60000.0|5.5|20150508|20150925|0.0|1063.33|
OA08108141000778|OA|JRRCEX-2014-00066|80041933927|江门市浩银贸易有限公司|USD|375000.0|5.0|20141015|20150309|0.0|7361.37|
OA08108141000830|OA|JRRCEX-2014-00071|80065310802|江门全合精密电子有限公司|USD|203700.0|5.0|20141022|20150120|0.0|2517.96|
IP08108141000760|IP|JRRCIM-2014-00042|80041963555|江门市南洋船舶工程有限公司|USD|531000.0|4.5|20141014|20150410|0.0|11814.75|
EP08108141000779|EP|JRRCFPGY201400068|80053795178|江门市振业水产有限公司|USD|280000.0|4.5|20141015|20141212|0.0|330.16|
IP08108141000810|IP|JRRCIM-2014-00045|80041963555|江门市南洋船舶工程有限公司|USD|39800.0|4.5|20141020|20150415|0.0|880.58|
EP08108141000829|EP|JRRCEX-2014-00069|80042221260|江门市铠源进出口有限公司|USD|1200000.0|4.5|20141022|20141219|0.0|8700.0|
OA08108141000834|OA|JRRCEX-2014-00076|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|325000.0|5.0|20141023|20150217|0.0|5055.56|
EP08108141000836|EP|JRRCFPGY201400077|80053795178|江门市振业水产有限公司|USD|240000.0|4.5|20141023|20141222|0.0|1199.88|
OA08108141000852|OA|JRRCEX-2014-00079|80041933927|江门市浩银贸易有限公司|USD|105000.0|5.0|20141028|20150313|0.0|1954.17|
IP08108150500863|IP|JRRCIM-2015-00039|80041963555|江门市南洋船舶工程有限公司|USD|260000.0|4.5|20150514|20151106|0.0|5720.0|
OA08108150500891|OA|JRRCEX201500065|80041933665|江门市德蕾物流有限公司|USD|112000.0|5.5|20150515|20150917|0.0|1620.21|
EP08108150500812|EP|JRRCIM201500038|80054662984|江门市高宏贸易有限公司|USD|281520.0|4.0|20150506|20150803|0.0|2564.96|
OA08108150500826|OA|JRRCEX201500061|80065310802|江门全合精密电子有限公司|USD|13000.0|5.5|20150508|20151014|0.0|303.88|
OA08108141000754|OA|JRRCEX-2014-00061|80056935124|江门市全富电器有限公司|USD|188000.0|5.0|20141011|20150320|0.0|3942.78|
IP08108141000758|IP|JRRCIM-2014-00039|80041963555|江门市南洋船舶工程有限公司|USD|131000.0|4.5|20141014|20150410|0.0|2914.75|
OA08108141000776|OA|JRRCEX-2014-00067|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|210000.0|5.0|20141015|20150203|0.0|3237.5|
IP08108141000808|IP|JRRCIM-2014-00046|80041963555|江门市南洋船舶工程有限公司|USD|531000.0|4.5|20141020|20150415|0.0|11748.38|
IP08108141000811|IP|JRRCIM-2014-00043|80041963555|江门市南洋船舶工程有限公司|USD|90000.0|4.5|20141020|20150415|0.0|1991.25|
OA08108141000827|OA|JRRCEX-2014-00073|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|200000.0|5.0|20141022|20150217|0.0|3166.67|
OA08108150500883|OA|JRRCEX201500060|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|137000.0|5.5|20150515|20150902|0.0|2051.19|
IP08108150500887|IP|JRRCIM201500042|80041963555|江门市南洋船舶工程有限公司|USD|160000.0|4.5|20150515|20151110|0.0|3580.0|
IP08108150500862|IP|JRRCIM-2015-00040|80041963555|江门市南洋船舶工程有限公司|USD|40160.0|4.5|20150514|20151106|0.0|883.52|
OA08108150500878|OA|JRRCEX201500064|80065310802|江门全合精密电子有限公司|USD|17000.0|5.5|20150514|20150904|0.0|246.74|
IP08108150500886|IP|JRRCIM201500043|80041963555|江门市南洋船舶工程有限公司|USD|549000.0|4.5|20150515|20151110|0.0|12283.88|
OA08108150500913|OA|JRRCEX201500068|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|203000.0|5.5|20150521|20150910|0.0|3225.44|
EP08108151102023|EP|JRRCEX201500218|80053795178|江门市振业水产有限公司|USD|90000.0|4.5|20151110|20160202|0.0|798.75|
OA08108151102028|OA|JRRCEX201500215|80069028950|江门市昱森贸易有限公司|USD|60000.0|5.5|20151110|20160222|0.0|925.83|
OA08108151001967|OA|JRRCEX201500196|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|354000.0|5.5|20151028|20160225|0.0|6435.92|
IP08108151101987|IP|JRRCIM201500089|80042519619|宝豪塑胶五金制品(江门)有限公司|USD|1584180.0|4.5|20151103|20160429|0.0|35248.01|
OA08108151102001|OA|JRRCEX201500208|80069028950|江门市昱森贸易有限公司|USD|30000.0|5.5|20151104|20160205|0.0|412.5|
OA08108151102005|OA|JRRCEX201500210|80042668206|江门市天浩皮具实业有限公司|USD|83000.0|5.5|20151105|20160226|0.0|1037.45|
OA08108151102024|OA|JRRCEX201500214|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|265000.0|5.5|20151110|20160229|0.0|4372.5|
OA08108151102029|OA|JRRCEX201500216|80069028950|江门市昱森贸易有限公司|USD|90000.0|5.5|20151111|20160317|0.0|1746.25|
OA08108151102038|OA|JRRCEX201500219|80065310802|江门全合精密电子有限公司|USD|5000.0|5.0|20151111|20160205|0.0|47.22|
IP08108151102064|IP|JRRCIM-2015-00091|80057944015|江门市新远森家具有限公司|USD|342211.0|3.0|20151117|20160215|0.0|1429.4|
EP08108150500890|EP|JRRCIM-2015-00041|80054662984|江门市高宏贸易有限公司|USD|100000.0|3.5|20150515|20150810|0.0|709.72|
OA08108150500898|OA|JRRCEX201500063|80064500826|江门市凯禹电路有限公司|USD|400000.0|5.5|20150518|20150717|0.0|3605.56|
EP08108150500908|EP|JRRCIM-2015-00044|80054662984|江门市高宏贸易有限公司|USD|104751.0|3.5|20150520|20150817|0.0|712.89|
OA08108150500911|OA|JRRCEX201500067|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|104000.0|5.5|20150521|20150910|0.0|1747.78|
OA08108151001941|OA|JRRCEX201500193|80041933927|江门市浩银贸易有限公司|USD|155000.0|5.5|20151023|20160206|0.0|1989.17|
EP08108151001977|EP|JRRCEX201500200|80046292012|广东安飞汽车配件有限公司|USD|146500.0|4.0|20151029|20160325|0.0|2067.28|
EP08108151101985|EP|JRRCEX201500204|80041933857|江门市先锋进出口有限公司|USD|190000.0|5.5|20151102|20160324|0.0|3454.31|
OA08108151101997|OA|JRRCEX201500202|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|157000.0|5.5|20151104|20160226|0.0|2686.44|
EP08108151102010|EP|JRRCEX201500211|80053795178|江门市振业水产有限公司|USD|130000.0|4.5|20151106|20160129|0.0|1218.75|
OA08108151102011|OA|JRRCEX201500206|80041933665|江门市德蕾物流有限公司|USD|80000.0|5.0|20151106|20160310|0.0|941.09|
OA08108151102026|OA|JRRCEX201500217|80041933927|江门市浩银贸易有限公司|USD|105000.0|5.5|20151110|20160311|0.0|1844.79|
EP08108151102039|EP|JRRCEX201500212|80067946480|江门市志杰进出口有限公司|USD|70000.0|5.5|20151111|20160411|0.0|1069.44|
OA08108151102044|OA|JRRCEX201500221|80064500826|江门市凯禹电路有限公司|USD|340000.0|5.5|20151113|20160203|0.0|4207.5|
EP08108151102060|EP|JRRCEX201500226|80053795178|江门市振业水产有限公司|USD|180000.0|4.0|20151117|20160205|0.0|1600.0|
OA08108151102087|OA|JRRCEX201500228|80065310802|江门全合精密电子有限公司|USD|76000.0|5.0|20151120|20160401|0.0|1167.51|
EP08108141000864|EP|JRRCEX-2014-00065|80041933456|江门市东鸿金属制造有限公司|USD|2900000.0|5.0|20141029|20150123|0.0|20922.29|
EP08108141000869|EP|JRRCFPGY201400086|80053795178|江门市振业水产有限公司|USD|300000.0|4.5|20141030|20141229|0.0|1861.59|
IP08108141100898|IP|JRRCIM-2014-00049|80041963555|江门市南洋船舶工程有限公司|USD|40160.0|4.5|20141104|20150430|0.0|888.54|
OA08108141100906|OA|JRRCEX-2014-00091|80065310802|江门全合精密电子有限公司|USD|150000.0|5.0|20141106|20150213|0.0|2020.83|
OA08108141000865|OA|JRRCEX-2014-00081|80041933927|江门市浩银贸易有限公司|USD|105000.0|5.0|20141030|20150326|0.0|2131.78|
IP08108141100897|IP|JRRCIM-2014-00048|80041963555|江门市南洋船舶工程有限公司|USD|22600.0|4.5|20141104|20150430|0.0|500.03|
OA08108141100905|OA|JRRCEX-2014-00090|80065310802|江门全合精密电子有限公司|USD|70000.0|5.0|20141106|20150109|0.0|573.61|
ED08108141100914|ED|JRRCEX-2014-00087|80042221260|江门市铠源进出口有限公司|USD|112700.0|4.5|20141106|20150123|0.0|1098.83|
EP08108141100931|EP|JRRCFPGY201400093|80053795178|江门市振业水产有限公司|USD|160000.0|4.5|20141111|20150109|0.0|962.0|
EP08108141100939|EP|JRRCFPGY201400095|80053795178|江门市振业水产有限公司|USD|95000.0|4.5|20141113|20150112|0.0|712.5|
IP08108141100943|IP|JRRCIM-2014-00059|80041963555|江门市南洋船舶工程有限公司|USD|140300.0|4.5|20141114|20150512|0.0|3139.21|
OA08108150500970|OA|JRRCEX201500071|80041933927|江门市浩银贸易有限公司|USD|200000.0|5.5|20150526|20151009|0.0|4114.49|
EP08108141000866|EP|JRRCIM-2014-00047|80063697893|江门崇达电路技术有限公司|USD|91868.85|3.0|20141030|20150428|0.0|1293.82|
EP08108141100887|EP|JRRCFPGY201400089|80053795178|江门市振业水产有限公司|USD|365000.0|4.5|20141104|20141231|0.0|869.27|
IP08108141100896|IP|JRRCIM-2014-00050|80041963555|江门市南洋船舶工程有限公司|USD|8200.0|4.5|20141104|20150430|0.0|181.43|
OA08108141000838|OA|JRRCEX-2014-00078|80042668206|江门市天浩皮具实业有限公司|USD|123218.0|5.0|20141024|20150130|0.0|1642.91|
OA08108141000851|OA|JRRCEX-2014-00080|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|595000.0|5.0|20141028|20150227|0.0|9255.56|
EP08108141000856|EP|JRRCFGY201400083|80053795178|江门市振业水产有限公司|USD|400000.0|4.5|20141029|20141226|0.0|1950.76|
ED08108141000863|ED|JRRCEX-2014-00082|80042221260|江门市铠源进出口有限公司|USD|232258.0|4.5|20141029|20150217|0.0|3222.58|
OA08108141100892|OA|JRRCEX-2014-00084|80041933927|江门市浩银贸易有限公司|USD|155000.0|5.0|20141104|20150320|0.0|2822.74|
IP08108141100899|IP|JRRCIM-2014-00052|80041963555|江门市南洋船舶工程有限公司|USD|103000.0|4.5|20141104|20150430|0.0|2278.88|
IP08108141100900|IP|JRRCIM-2014-00051|80041963555|江门市南洋船舶工程有限公司|USD|67200.0|4.5|20141104|20150430|0.0|1486.8|
OA08108141100904|OA|JRRCEX-2014-00088|80056935124|江门市全富电器有限公司|USD|227000.0|5.0|20141105|20150409|0.0|4634.58|
EP08108141100916|EP|JRRCFPGY201400092|80053795178|江门市振业水产有限公司|USD|250000.0|4.5|20141106|20150105|0.0|1221.72|
IP08108141100937|IP|JRRCIM-2014-00055|80041963555|江门市南洋船舶工程有限公司|USD|17800.0|4.5|20141112|20150508|0.0|393.83|
IP08108141100941|IP|JRRCIM-2014-00057|80041963555|江门市南洋船舶工程有限公司|USD|33500.0|4.5|20141114|20150512|0.0|749.56|
EP08108150500972|EP|JRRCIM201500046|80054662984|江门市高宏贸易有限公司|USD|100000.0|3.5|20150527|20150824|0.0|612.5|
OA08108150500976|OA|JRRCEX201500075|80041933665|江门市德蕾物流有限公司|USD|124000.0|5.5|20150527|20150924|0.0|1984.0|
OA08108150500982|OA|JRRCEX201500080|80065310802|江门全合精密电子有限公司|USD|9000.0|5.5|20150529|20150915|0.0|66.0|
OA08108150500995|OA|JRRCEX201500079|80056935124|江门市全富电器有限公司|USD|220000.0|5.5|20150529|20151029|0.0|5108.89|
OA08108150500912|OA|JRRCEX201500066|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|225000.0|5.5|20150521|20151009|0.0|4812.5|
OA08108150500981|OA|JRRCEX201500069|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|198000.0|5.5|20150528|20150902|0.0|2752.75|
OA08108150601005|OA|JRRCEX201500072|80041933927|江门市浩银贸易有限公司|USD|60000.0|5.5|20150602|20151008|0.0|1045.0|
OA08108150601017|OA|JRRCEX201500076|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|307000.0|5.5|20150602|20150923|0.0|4971.69|
OA08108150500914|OA|JRRCEX201500070|80065310802|江门全合精密电子有限公司|USD|41000.0|5.5|20150522|20150930|0.0|757.47|
OA08108150500994|OA|JRRCEX201500078|80056935124|江门市全富电器有限公司|USD|160000.0|5.5|20150529|20151029|0.0|3715.56|
OA08108151102037|OA|JRRCEX201500220|80065310802|江门全合精密电子有限公司|USD|32000.0|5.0|20151111|20160311|0.0|469.04|
EP08108151102042|EP|JRRCEX201500222|80053795178|江门市振业水产有限公司|USD|190000.0|4.0|20151113|20160205|0.0|1731.11|
EP08108151102055|EP|JRRCEX201500224|80067946480|江门市志杰进出口有限公司|USD|100000.0|5.5|20151116|20160419|0.0|1877.54|
OA08108151102077|OA|JRRCEX201500227|80069028950|江门市昱森贸易有限公司|USD|80000.0|5.5|20151119|20160330|0.0|1613.33|
OA08108151102048|OA|JRRCEX201500223|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|520000.0|5.5|20151113|20160411|0.0|11916.67|
OA08108151102062|OA|JRRCEX201500225|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|415000.0|5.5|20151117|20160317|0.0|7037.71|
EP08108151102110|EP|JRRCEX201500230|80053795178|江门市振业水产有限公司|USD|60000.0|4.0|20151123|20160205|0.0|493.33|
EP08108151102134|EP|JRRCEX201500232|80053795178|江门市振业水产有限公司|USD|135000.0|4.0|20151125|20160205|0.0|1050.0|
OA08108151202180|OA|JRRCEX201500236|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|100000.0|5.5|20151204|20160329|0.0|1543.06|
OA08108151102135|OA|JRRCEX201500229|80069028950|江门市昱森贸易有限公司|USD|135000.0|5.5|20151125|20160415|0.0|2928.75|
OA08108151102145|OA|JRRCEX201500234|80041933665|江门市德蕾物流有限公司|USD|50000.0|5.0|20151127|20160414|0.0|750.0|
OA08108151202182|OA|JRRCEX201500238|80069028950|江门市昱森贸易有限公司|USD|90000.0|5.5|20151207|20160412|0.0|1746.25|
IP08108141100972|IP|JRRCIM-2014-00060|80041963555|江门市南洋船舶工程有限公司|USD|47840.0|4.5|20141119|20150515|0.0|1058.46|
IP08108141100932|IP|JRRCIM-2014-00056|80041963555|江门市南洋船舶工程有限公司|USD|72000.0|4.5|20141111|20150508|0.0|1602.0|
IP08108141100938|IP|JRRCIM-2014-00053|80041963555|江门市南洋船舶工程有限公司|USD|190000.0|4.5|20141112|20150508|0.0|4203.75|
IP08108141100942|IP|JRRCIM-2014-00058|80041963555|江门市南洋船舶工程有限公司|USD|39000.0|4.5|20141114|20150512|0.0|872.63|
IP08108141100971|IP|JRRCIM-2014-00061|80041963555|江门市南洋船舶工程有限公司|USD|16400.0|4.5|20141119|20150515|0.0|362.85|
EP08108141100983|EP|JRRCFPGY201400100|80053795178|江门市振业水产有限公司|USD|240000.0|4.5|20141121|20150120|0.0|1661.3|
EP08108141201042|EP|JRRCIM-2014-00073|80054662984|江门市高宏贸易有限公司|USD|205823.79|4.0|20141203|20150303|0.0|1486.51|
OA08108141201052|OA|JRRCEX-2014-00106|80065310802|江门全合精密电子有限公司|USD|44000.0|5.0|20141208|20150227|0.0|495.0|
IP08108141100970|IP|JRRCIM-2014-00062|80041963555|江门市南洋船舶工程有限公司|USD|75000.0|4.5|20141119|20150515|0.0|1659.38|
EP08108141100982|EP|JRRCEX-2014-00094|80042221260|江门市铠源进出口有限公司|USD|930000.0|4.5|20141121|20150120|0.0|6510.0|
EP08108141100995|EP|JRRCFPGY201400103|80053795178|江门市振业水产有限公司|USD|330000.0|4.5|20141125|20150123|0.0|914.25|
OA08108141101009|OA|JRRCEX-2014-00102|80056935124|江门市全富电器有限公司|USD|175000.0|5.0|20141127|20150424|0.0|3232.64|
IP08108141100936|IP|JRRCIM-2014-00054|80041963555|江门市南洋船舶工程有限公司|USD|66500.0|4.5|20141112|20150508|0.0|1471.31|
EP08108141100950|EP|JRRCFPGY201400098|80053795178|江门市振业水产有限公司|USD|370000.0|4.5|20141114|20150113|0.0|2466.86|
EP08108150601047|EP|JRRCIM201500047|80054662984|江门市高宏贸易有限公司|USD|43377.0|3.5|20150605|20150902|0.0|227.73|
OA08108150601057|OA|JRRCEX201500084|80042668206|江门市天浩皮具实业有限公司|USD|31000.0|5.5|20150605|20150918|0.0|297.65|
OA08108150601078|OA|JRRCEX201500088|80042668206|江门市天浩皮具实业有限公司|USD|26000.0|5.5|20150609|20150918|0.0|11.92|
OA08108150601018|OA|JRRCEX201500077|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|172000.0|5.5|20150602|20150930|0.0|2627.78|
OA08108150601088|OA|JRRCEX201500085|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|243000.0|5.5|20150609|20150930|0.0|3861.0|
IP08108150601103|IP|JRRCIM201500052|80041963555|江门市南洋船舶工程有限公司|USD|40950.0|4.5|20150610|20151204|0.0|890.66|
IP08108150601098|IP|JRRCIM201500049|80041963555|江门市南洋船舶工程有限公司|USD|72000.0|4.5|20150610|20151204|0.0|1566.0|
EP08108150601120|EP|JRRCEX201500090|80041933857|江门市先锋进出口有限公司|USD|190000.0|5.5|20150615|20151029|0.0|3917.6|
OA08108150601128|OA|JRRCEX201500086|80056935124|江门市全富电器有限公司|USD|170000.0|5.5|20150615|20151111|0.0|3662.08|
OA08108151102125|OA|JRRCEX201500231|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|241000.0|5.5|20151125|20160318|0.0|3681.94|
EP08108151102143|EP|JRRCEX201500235|80053795178|江门市振业水产有限公司|USD|240000.0|4.0|20151127|20160205|0.0|1680.0|
OA08108150601016|OA|JRRCEX201500082|80065310802|江门全合精密电子有限公司|USD|27000.0|5.5|20150602|20151009|0.0|528.0|
OA08108150601053|OA|JRRCEX201500083|80064500826|江门市凯禹电路有限公司|USD|280000.0|5.5|20150605|20150806|0.0|2609.44|
OA08108150601059|OA|JRRCEX201500081|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|278000.0|5.5|20150605|20150930|0.0|4756.89|
EP08108150601074|EP|JRRCIM201500053|80054662984|江门市高宏贸易有限公司|USD|70068.41|3.5|20150609|20150902|0.0|340.61|
IP08108150601100|IP|JRRCIM201500050|80041963555|江门市南洋船舶工程有限公司|USD|55000.0|4.5|20150610|20151204|0.0|1196.25|
OA08108150601137|OA|JRRCEX201500089|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|525000.0|5.5|20150616|20151112|0.0|11951.04|
OA08108151102148|OA|JRRCEX201500233|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|190000.0|5.5|20151130|20160325|0.0|3047.92|
EP08108151202162|EP|JRRCEX201500237|80053795178|江门市振业水产有限公司|USD|170000.0|4.0|20151203|20160223|0.0|1473.33|
EP08108151202179|EP|JRRCEX201500239|80053795178|江门市振业水产有限公司|USD|265000.0|4.0|20151204|20160226|0.0|2267.22|
IP08108151202211|IP|JRRCIM-2015-00092|80057944015|江门市新远森家具有限公司|USD|209000.0|3.0|20151209|20160308|0.0|535.24|
OA08108151202218|OA|JRRCEX201500241|80041933927|江门市浩银贸易有限公司|USD|140000.0|5.0|20151210|20160401|0.0|1847.22|
OA08108151202270|OA|JRRCEX201500245|80063306340|鹤山市宏塑胶粘制品实业有限公司|USD|140000.0|5.5|20151218|20160325|0.0|1860.83|
IP08108151202271|IP|JRRCIM201500095|80041963555|江门市南洋船舶工程有限公司|USD|48000.0|4.5|20151218|20160614|0.0|1074.0|
OA08108151202193|OA|JRRCEX201500213|80042129104|江门轻骑华南摩托车有限公司|USD|580000.0|3.0|20151207|20160205|0.0|2525.47|
EP08108151202212|EP|JRRCEX201500240|80053795178|江门市振业水产有限公司|USD|130000.0|4.0|20151209|20160226|0.0|663.91|
EP08108151202229|EP|JRRCEX201500242|80041933857|江门市先锋进出口有限公司|USD|180000.0|5.0|20151211|20160429|0.0|3425.0|
EP08108151202274|EP|JRRCEX201500247|80053795178|江门市振业水产有限公司|USD|120000.0|4.0|20151218|20160311|0.0|893.33|
IP08108151202275|IP|JRRCIM201500097|80041963555|江门市南洋船舶工程有限公司|USD|31144.0|4.5|20151218|20160614|0.0|696.85|
OA08108151202280|OA|JRRCEX201500248|80065310802|江门全合精密电子有限公司|USD|4000.0|5.0|20151222|20160318|0.0|42.78|
EP08108141201112|EP|JRRCEX201400118|80042221260|江门市铠源进出口有限公司|USD|480000.0|5.0|20141218|20150323|0.0|5466.67|
OA08108141201107|OA|JRRCEX201400114|80056935124|江门市全富电器有限公司|USD|180000.0|5.0|20141218|20150520|0.0|3825.0|
